id,num_rhyming_lines,num_perfectly_rhyming_lines,num_lines,rhyming_line_pairs
english/cantonwi/Z200587037,16.0,16.0,18.0,"[('Upon the deep green moss I lie,', 'And watch the beech against the sky.', 0), ('The sunny boughs are letting through', 'A million little gleams of blue.', 0), ('The Tree of Life could never be', 'More full of heaven than this tree;', 0), ('I lie and think -- for who can know', 'What on the other side may grow? --', 0), ('Suppose these gleams of blue were each', 'The leaves of some blue heavenly beech,', 0), ('Whose azure top had come to be', 'Blent with the green top of our tree,', 0), ('And whose immortal boughs of blue', 'Let gleams of earthly emerald through.', 0), ('And o! if underneath that tree', 'Lay some one dead, who thought of me!', 0)]"
english/turnerct/Z200507876,10.0,6.0,14.0,"[('The Rainbow bursts Like magic on mine eyes!', 'Frail in its date, eternal in its guise;', 0), ('The vision is so lovely, that I feel', 'And taking and indissoluble seal', 0), ('From what is here a moment, and is gone;', 'It lies so soft on the full-breasted storm,', 0.8975274678557507), ('Hung on the shower that fronts the golden West,', ""And tricked in Nature's choicest garniture;"", 0.8374896350934076), ('While all the groves assume a ghastly stain,', 'Caught from the leaden rack and shining rain!', 0)]"
american/am0285/Z200153918,14.0,12.0,16.0,"[('Mists of unbodied flowers, from dying viols drew', 'The glide of white sobs over the corollas blue', 0), ('-- It was the day thy first kiss hallowed and made dumb.', 'My musing that delights to bring me martyrdom,', 0), ('Grew wisely drunken with that sad scent of things reft', 'That, though without regret or aftertaste, is left,', 0.9166666666666666), ('Culling a dream, in him whose heart has culled the dream.', 'So strayed I on, with eyes on the worn walk a-gleam,', 0), (""Where in the street and in the evening, out oh' the air"", 'Thou camest to me, all laughters, sunlight in thy hair.', 0), ('And I believed I saw the faith with hat of gold', ""Who over spoiled childhood's slumber beautiful, of old"", 0), ('Passed, letting ever from her loosely closing hands', 'White clusters snow of stars, with odours of far lands.', 0)]"
english/munbyart/Z200448019,48.0,39.0,72.0,"[(""'Say what the wisest, worthiest prayer"", ""That buoys its wings with earthward air?'"", 0.4409585518440985), (""That buoys its wings with earthward air?'"", ""She looked up through' her drooping hair --"", 0), (""'More sweet than sung of moonlight bird,"", 'Or sea-born sounds at sunset herd,', 0), ('The sweet somnambulist above', 'For all her looks and thoughts of love', 0), (""'If thus some shining word there be"", 'Which in all heavenward hearts and free', 0), ('Which in all heavenward hearts and free', 'A mirror of itself may see,', 0), (""'For always under bluest skies,"", ""Tho' half a heaven about us lies,"", 0), (""'For always under bluest skies,"", 'The full heart whispers to the eyes,', 0), ('Make rest on earth for wearied feet,', 'Say whither lies that blessed retreat --', 0.7637626158259733), (""''It hard,' she said, 'for human kind --"", ""For each, though' shapelessly and blind,"", 0), (""''It hard,' she said, 'for human kind --"", 'Spontaneous in his untaught mind', 0), (""'And Feeling rules the human sky,"", 'Nor cares to scan with curious eye', 0), (""'And Feeling rules the human sky,"", 'The cheering light she feels so nigh --', 0), (""'Each spirit hath a depthless mine"", 'Of buried gems and flowers divine,', 0), ('Of buried gems and flowers divine,', 'That in their own sweet lustre shrine', 0), (""'Each minds him of some sheltering trees,"", 'Some homestead, deep in billowy leas', 0), ('Some homestead, deep in billowy leas', 'Or cheerful haunts of men; and these', 0), (""'Yet such things, though' in close embrace"", 'They blend each meek attendant grace', 0), ('They blend each meek attendant grace', 'With the one thought that fills the place --', 0), (""'Yet are they but as tangled flowers,"", 'Tended and twined in happiest hours,', 0.82915619758885), (""'Yet are they but as tangled flowers,"", 'That smother with their scented showers', 0), (""'They are but moons that wax and wane,"", 'And scarcely move the boundless main', 0.816496580927726), ('And scarcely move the boundless main', 'Of hallowed memories that remain', 0), (""'No -- wheresoever beneath the blue"", 'Some brood of kindred hearts and true', 0), (""'And, folded thus, together feel"", 'Together smile, together kneel,', 0), (""'While as they weep, or as they sing,"", ""Slow through' the Autumn from the Spring"", 0), (""'While as they weep, or as they sing,"", 'They downward slope on calmest wing', 0.8975274678557508), (""'Whether in cedar they abide,"", 'Or cottage by the green hillside,', 0), ('Or cottage by the green hillside,', ""Or through' the barren world and wide"", 0.7453559924999299), ('A wandering heaven is with them still;', 'And tenderest angels, watching, tell', 1.0)]"
english-ed2/ep2518/Z400668677,16.0,12.0,16.0,"[(""'When in the pictured choir I sing,"", 'I hear the angels whispering', 0), ('I raise my happy face.', 'up in the shadowy place.', 0), (""'They stoop and watch the holy priest,"", 'the while we sing the heavenly feast,', 0), ('the incense floateth up;', 'the platter and the cup.', 1.0), (""'Ah on that day so soon to come"", 'how shall I sing? Nay, rather, dumb', 0), ('when I thereof shall taste,', 'kneel in mine awe-struck place.', 0.9614803401237304), (""'Lord Jesus, help me on that day"", 'To thee I come, as thou didst say,', 0), ('who art so sweet and mild.', ""even as a little child.'"", 0)]"
american/am0652/Z200168717,12.0,8.0,20.0,"[('There was a time when thy dear face to me', 'Whose fall left blank and bitterness for thee.', 0), ('And builds long vistas in its magic ways,', '""For this must come, and this;"" and while he stays', 0.816496580927726), ('As one who at a gracious drama sits,', 'The end consigns him to the silent streets:', 0.6344288770224761), ('Wondering what spell the curtain still should hide,', 'Waiting and weeping, till my saintly guide', 0), ('For any knocking at the veilèd door;', 'Nor mother-pangs, nor nature, can restore', 0), ('And I with others, in the outer court,', 'Of God, who speaks his sweetest sentence short.', 0)]"
american/am1066/Z300188593,9.0,0.0,17.0,"[('Desperate on the torn bodies, on the forms covering the battlefields gazing,', '(As the last gun ceased, but the scent of the powder-smoke lingered,)', 0.8246211251235321), ('Absorb them well O my earth, she cried, I charge you loose not my sons, loose not and atom,', ""And you mountain sides, and the woods where my dear children's blood trickling reddened,"", 0.9574271077563381), ('Absorb them well O my earth, she cried, I charge you loose not my sons, loose not and atom,', 'Which holding in trust for me faithfully back again give me many a year hence,', 0.8975274678557507), ('Absorb them well O my earth, she cried, I charge you loose not my sons, loose not and atom,', 'In unseen essence and odour of surface and grass, centuries hence,', 0.8975274678557507), ('As she called to her earth with mournful voice while she stalked,', 'Exhale me them centuries hence, breathe me their breath, let not and atom be lost,', 0.7120003121097942), ('Absorb them well O my earth, she cried, I charge you loose not my sons, loose not and atom,', 'Exhale them perennial sweet death, years, centuries hence.', 0.8975274678557507)]"
american/am0453/Z200160392,33.0,14.0,48.0,"[(""A thing 'at's 'bout as tryin' as a healthy man kin meet"", ""Is some poor feller's funeral a-joggin' 'long the street:"", 0.7637626158259733), (""Is some poor feller's funeral a-joggin' 'long the street:"", 'The slow hearse and the hosses -- slow enough, to say the least,', 0.0), (""Is some poor feller's funeral a-joggin' 'long the street:"", 'Fer to even tax the patience of the gentleman deceased!', 0.3818813079129867), ('The low scrunch of the gravel -- and the slow grind of the wheels, --', ""The low, slow go of every woe 'at ev'rybody feels!"", 0.8858454843945541), ('So I ruther Like the contrast when I hear the whiplash crack', 'Back!', 0.8333333333333334), (""Meet it goin' to'rds the cimet'ry, you'll want to drap year eyes --"", ""But ef the plumes don't fetch you, it'll catch you otherwise --"", 0.7453559924999299), (""But ef the plumes don't fetch you, it'll catch you otherwise --"", ""You'll have to see the caskit, though you'd word to look away"", 1.0), (""You'll have to see the caskit, though you'd word to look away"", ""And 'conomize and save year sighs fer any other day!"", 1.0), (""Yer sympathizin' won't wake up the sleeper from his rest --"", ""Yer tears won't thaw them hands oh' his 'at's froze acrost his breast!"", 0), (""And this is why -- when airth and sky's a-gittin' blurred and black --"", 'Back!', 0), (""It's not 'cause I don't 'preciate it ain't no time fer jokes,"", ""Ner 'cause I' God no common human feelin' fer the folks; --"", 0), (""I've went to funerals myse'f, and took on some, perhaps --"", ""Fer my heart's 'bout as mal'able as any other chap's, --"", 0), (""Is, simply, when we're plum broke down and all knocked out oh' whack,"", ""It he'ps to shape us up, Like,"", 0.7453559924999299), (""It he'ps to shape us up, Like,"", 'Back!', 0.9574271077563381), (""The idy! wadin' round here over shoe-mouth deep in woe,"", ""When they's a graded 'pike oh' joy and sunshine, don't you know!"", 0.3333333333333333), (""When evening strikes the pasture', cows'll pull out fer the bars,"", ""And skittish-like from out the night'll prance the happy stars."", 0), (""And so when my time comes to die, and I've God ary friend"", ""'At wants expressed my last request -- I'll, mebby, rickommend"", 0.6666666666666667), (""And so when my time comes to die, and I've God ary friend"", 'But I\'ll smile and say, ""You speed \'em', 0.8333333333333335), (""'At wants expressed my last request -- I'll, mebby, rickommend"", 'Comes', 0.6666666666666666), (""To drive slow, ef they have to, goin' 'long the out'ard track,"", 'Back!""', 0)]"
american/am0604/Z200167361,47.0,32.0,50.0,"[('Beautiful bay! I gladly fly', 'Down to the shore where your waves beat high, --', 0), (""There 'S nobody here but you and me,"", 'Nobody here to hear or see,', 0), ('Our only guests are the birds and the wind,', 'The waves before and the cliff behind,', 0.6403124237432849), ('The waves before and the cliff behind,', 'And the rocks are steep and hard to climb,', 0.6871842709362768), ('And the rocks are steep and hard to climb,', 'So none will intrude on our breathing-time,', 0), ('And all to ourselves we will have the day,', 'Beautiful Casco Bay!', 0), ('Tired of the town, with its selfish hearts,', 'Its vain pretences and ill-played parts,', 0), ('Tired of the town, with its selfish hearts,', 'The crush of streets and the strife of marts,', 0), ('Tired of the town, with its selfish hearts,', 'The roll of coaches and rattle of carts, --', 0), ('Tired of the town, with its selfish hearts,', 'And stifled beneath a worldly crust,', 0.9537935951882998), ('And stifled beneath a worldly crust,', 'Deafened with noise and choked with dust,', 0.6666666666666666), ('Tired of the town, with its selfish hearts,', ""My heart is a bird in the fowler's trap,"", 0.82915619758885), (""My heart is a bird in the fowler's trap,"", ""Or a butterfly caught in a schoolboy's cap, --"", 0), ('And I long to be free, as I am today,', 'Beautiful Casco Bay!', 0), ('Come, tell me some of the tales you know,', 'The ocean legends of long ago, --', 0), ('The stories told by incoming waves,', 'Of wrecking tempests and foamy graves,', 0.7000000000000001), ('Of booming billows and shattered ships,', 'And vain prayers strangled on ashy lips; --', 0), ('Though now so gladly your waters play,', 'Beautiful Casco Bay!', 0), ('I love your voice as I hear it come', ""Like a chorus grand, through the city's hum,"", 1.0), ('Thrilling the fine electric chain', ""That binds me to Nature's heart, again --"", 0.9574271077563381), ('That heart whose current flows wide and far,', 'Whose ceaseless throbbings your billows are, --', 0), ('And my truant soul comes back to me', 'When your leafless forest of masts I see,', 0), ('Thrilling the fine electric chain', 'Beautiful Casco Bay!', 1.0), ('Adieu! I go -- and beneath the roar', 'Of your headlong waves on the rocky shore,', 0.7264831572567789), ('In the surf-tossed seaweed and broken shells,', 'I hear a murmur of soft farewells; --', 0.9464847243000456), ('I shall love you still with a worship true,', 'And this wide bright reach of tossing blue,', 0), ('This sparkling plain, where the gazer sees', 'The snowy-white sails blossom out in the breeze,', 0), ('Will live in my heart for many a day,', 'Beautiful Casco Bay!', 0)]"
english/wyvillsi/Z200544966,12.0,12.0,14.0,"[('The heaven-instructed Master-builder laid', 'Their own inventions: some have wooden made', 0), ('The heaven-instructed Master-builder laid', 'No Scyth is sharper then their biting phrase;', 0.0), ('Others their hay-like withering Sermons vent,', 'Most bring us stubble, when the corn is spent,', 0), ('The heaven-instructed Master-builder laid', 'And trifles prosecute with strained praise.', 0.0), ('All these are combustible; send that fire', 'Thine holy Spirit, try, consume, refine,', 0.816496580927726), ('All these are combustible; send that fire', 'Thy Prophets so with sacred truths inspire', 0), ('Thine holy Spirit, try, consume, refine,', 'That they may rectify each crooked line.', 0), ('Us hearers such affections afford', ""As fit's a spiritual building to thee Lord."", 0)]"
english/paynejoh/Z200458932,26.0,21.0,28.0,"[('Kindled with borrowed oil from many a source,', 'Long since expended hath its last of force:', 0.5951190357119042), ('THE lamp, that Christ two thousand years ago', 'The vase is void; the oil hath ceased to flow.', 0), ('THE lamp, that Christ two thousand years ago', 'Whatever faiths for man the Future show,', 0), ('Long since expended hath its last of force:', '--  For man, who hath not, Like the ox and horse,', 0), ('--  For man, who hath not, Like the ox and horse,', ""Instinct for lamp to light him in Life's course,"", 0), ('THE lamp, that Christ two thousand years ago', '--  The lamp of Christ will nevermore reglow.', 0), ('The world await is for the Gods unknown.', 'To live no more. Have men belike outgrown', 0.6871842709362768), ('Jehovah, Allah, Brahma, Zeus, are dead,', 'The needs of Gods? It might as well be said', 0.5), ('To live no more. Have men belike outgrown', 'That the draught-ox no more in needs of goad', 0.9428090415820635), ('That the draught-ox no more in needs of goad', 'Standeth to enforce him labour at the load.', 0), ('Some kind of faith is needful for the heard,', 'Whereto obedience needs not be deferred,', 0), ('For those who cannot breathe the Alpine air', 'Except inforced it be with promise fair', 0), ('Except inforced it be with promise fair', 'Of duty done rewarded and with scare', 0), ('Some kind of faith is needful for the heard,', 'Of punishment condign for duty slurred.', 0), ('Pure of that poisonous parasite, which feeds', ""And fattens on men's spiritual needs,"", 0), ('But it a faith must be without a priest,', 'Which every creed corrupted, West as East,', 0), ('Hath with its huckstering greed, since Time began,', 'And from a blessing made a curse for man.', 0)]"
english/swaincha/Z300501654,16.0,11.0,22.0,"[('But others now live there;', 'I thought about the old times', 1.0), ('But others now live there;', 'And all we used to share.', 0), (""How happy 'it our wont to meet,"", 'Ah, when shall we such faces greet', 0), ('When friends came frank and free.', 'As once we used to see', 0), ('I thought about the old times', 'In those old merry evenings,', 0.8975274678557507), ('I thought about the old times', 'Those pleasant friendly evenings,', 0.8975274678557507), ('When friends came frank and free.', 'Beneath the old roof tree?', 0), ('We still should lack old cheer,', 'Were all that made it dear!', 0), ('And these are fled, or changed, or dead,', 'Revive the music of their tread --', 0.5), ('The joys that used to be', 'Beneath the old roof tree!', 0)]"
american/am0706/Z200170673,18.0,16.0,24.0,"[('How sweet is the season, the sky how serene;', ""On Delaware's banks how delightful the scene;"", 0), ('The Prince of the Rivers, his waves all asleep,', 'In silence majestic glides on to the Deep.', 0), ('Away from the noise of the Fife and the Drum,', 'And all the rude din of Bellona we come;', 1.0), ('And a plentiful store of good humour we bring', 'To season our feast in the shade of Cold Spring.', 0), ('A truce then to all whig and tory debate;', 'True lovers of Freedom, contention we hate:', 0), ('For the Demon of discord in vain tries his art', 'To possess or inflame a true Protestant  heart.', 0), ('We have wants, we confess, but are free from the care', 'Of those that abound, yet have nothing to spare:', 0), ('Serene as the sky, as the river serene,', 'We are happy to want envy, malice and spleen.', 0), ('While thousands around us, misled by a few,', 'And wish all the world were as happy as we!', 0.0)]"
american/am1289/Z200197565,23.0,18.0,40.0,"[(""Come heaven's melodious strains,"", 'Her silver mantled plains;', 0), ('Her silver mantled plains;', 'Shed sacred glories there,', 1.0), ('Calm on the listening ear of night', 'And angels, with their sparkling lyres,', 0.6666666666666667), ('Shed sacred glories there,', 'Make music on the air.', 0), ('Send back the glad reply,', 'The Day-Spring from on high;', 0), ('There comes a holier calm,', 'Her silent groves of palm.', 0), ('The realm of either fills,', ""O'er Judah's sacred hills!"", 0), ('""Glory to God!"" The lofty strain', '""Peace on the earth; good will to men', 0.9574271077563381), ('Loud with their anthems ring,', 'From heaven\'s Eternal King.""', 0), ('Crowned with her temple spires,', 'Which first proclaim the newborn light,', 0.7905694150420949), ('Crowned with her temple spires,', 'Clothed with its orient fires.', 0), ('And Christian hearts be cold?', ""O'er Judah's mountains rolled,"", 0), ('The high and solemn lay:', 'Salvation comes today!', 0)]"
english-ed2/ep2252/Z300653135,84.0,70.0,98.0,"[(""Let's be merry, sing, and play, --"", ""This is Freedom's holiday!"", 0), ('Bless the day that sets us free!', 'Hail the morn of liberty!', 0), ('Spread the blessing far and wide,', 'Care and thought be laid aside;', 0.7453559924999299), ('Let us drink, rejoice, and sing,', 'Till with our mirth the valleys ring!', 0), (""Let's be merry, sing, and play, --"", ""This is Freedom's holiday!"", 0), ('Aright of Freedom think;', 'A liberty to drink.', 0), ('Yes, let us hail the cocoa-tree,', 'To laugh and drink is to be free, --', 0), ('With all the joys it gives;', 'The thought my heart revives.', 0.7333333333333334), ('O let us not the gift abuse,', 'Our Freedom rightly let us use, --', 0), ('Nor thank the powers amiss:', 'Intemperance is not bliss.', 0), ('Our groves of cinnamon we prize,', 'They send their fragrance to the skies,', 0), ('No islands such possess;', 'Their sweets our labours bless.', 0), (""Yet, there's a balm of nobler end"", ""England, fair Freedom's choicest friend,"", 0), ('Our spirits to recruit:', 'Conveys the sacred fruit.', 0), ('One Tree of sovereign virtue grows,', 'This Tree all joy and peace bestows,', 0), ('All other trees excelling:', ""Where'er it makes its dwelling."", 0.5916079783099616), ('Its root is deep, its branches wide,', 'A Tree to make one wise;', 0.0), ('Its root is deep, its branches wide,', 'Beneath its shelter sinners hide, --', 0.7453559924999299), ('Beneath its shelter sinners hide, --', 'Its head is in the skies.', 0.0), ('There is a Book contains the leaves', 'This Book, who faithfully receives,', 0), ('Might heal a dying nation;', 'Secures his own salvation.', 0), ('O give us, then, this friendly Tree,', 'So shall we give all praise to thee,', 0), ('This healing Book produce:', 'If thou wilt show their use.', 0.8975274678557507), ('Not that rich juice our cocoa  lends', 'That many a life untimely ends, --', 0), ('Such sober joys imparts:', 'This heals the broken hearts.', 0), ('But tell us what you mean:', 'Which you, I trust, have seen?', 0), (""Your tree's sweet juice, drunk to excess,"", 'That Tree, which more than all can bless,', 0.6009252125773316), ('Produces hate and strife;', 'Is called the Tree of Life.', 0), (""The cocoa's juice distracts the brain;"", ""But who this Tree's fair fruit obtain,"", 0), ('It yields a trade of noblest gain,', 'A few short years of care and pain,', 0), ('Which other trades may miss;', 'For endless, perfect bliss.', 0), ('This shows us freedom how to use,', 'Forbids our time in sloth to loose,', 0.8975274678557507), ('To love our daily labour;', 'Or riot with our neighbour.', 0.6291528696058959), (""Then let our Master's gladly find,"", 'Who serves his God with heart and mind,', 0), ('A freeman works the faster;', 'Will better serve his master.', 0), ('When soul and body both are free,', 'The sun our cheerful work shall see,', 0), ('How swift will pass the days!', 'The night our prayer and praise.', 0), (""O give us Sabat's precious Tree,"", ""We'll show that we indeed are free,"", 0), ('We join with one accord;', 'Because we serve the Lord.', 0), (""O give us Sabat's holy Book,"", 'There we shall see, whenever we look,', 0), ('The twelfth of August then shall be', 'From this blessed perjod we are free,', 0), ('By us forgotten never;', 'For ever, and for ever.', 0), ('Bless the day that sets us free!', 'Hail the Morn of Liberty!', 0)]"
english/wildeosc/Z400536342,8.0,6.0,12.0,"[('Within this restless, hurried, modern world', 'And now the white sails of our ship are furled,', 0.8374896350934075), ('For very weeping is my gladness fled,', 'And Ruin draws the curtains of my bed.', 0), ('But all this crowded life has been to thee', 'Of viols, or the music of the sea', 0), ('No more than lyre, or lute, or subtle spell', 'That sleeps, a mimic echo, in the shell.', 0)]"
american/am0453/Z200160273,60.0,37.0,64.0,"[('Time of crisp and tawny leaves,', 'And of tarnished harvest sheaves,', 0), ('And of tarnished harvest sheaves,', 'And of dusty grasses -- weeds --', 0.9316949906249123), ('And of tarnished harvest sheaves,', 'Thistles, with their tufted seeds', 0.0), ('Thistles, with their tufted seeds', 'Voyaging the Autumn breeze', 0.6871842709362768), ('Time of quicker flash of wings,', 'And of clearer twitterings', 0.8207381501496753), ('Like as fairy argosies:', 'In the grove or deeper shade', 0.7637626158259733), ('In the grove or deeper shade', 'Of the tangled everglade, --', 0), ('Where the spotted water-snake', 'Coils him in the sunniest brake;', 0), ('Where the spotted water-snake', 'And the bittern, as in fright,', 0.9428090415820634), ('And the bittern, as in fright,', 'Darts, in sudden, slanting flight,', 0), ('In the grove or deeper shade', 'Southward, while the startled crane', 0.9428090415820635), ('Southward, while the startled crane', 'Films his eyes in dreams again.', 0.9574271077563381), ('Down along the dwindled creek', 'We go loitering. We speak', 0.7637626158259733), ('Only with old questionings', 'Of the dear remembered things', 0), ('Of the days of long ago,', 'When the stream seemed thus and so', 0), ('In our boyish eyes: -- The bank', 'Greener then, through rank on rank', 0), ('Here, the hazel thicket stood --', 'There, the almost pathless wood', 0.7637626158259733), ('Where the shellbark hickory tree', 'Rained its wealth on you and me.', 0), ('Autumn! as you loved us then,', 'Take us to your heart again!', 0), ('Season halest of the year!', 'How the zestful atmosphere', 0.4409585518440984), ('Nettles blood and brain and smites', 'Into life the old delights', 0.3872983346207417), ('We have wasted in our youth,', 'And our graver years, forsooth!', 0.8975274678557507), ('Into life the old delights', 'How again the boyish heart', 0.8660254037844386), ('How again the boyish heart', 'Leaps to see the chipmunk start', 0.5951190357119042), (""From the brush and sleek the sun's"", 'Very beauty, as he runs!', 0), ('How again a subtle hint', 'Of crushed pennyroyal or mint', 0), ('Brown marauders of the wood,', 'Merrier than Robin Hood!', 0.7637626158259733), ('Ah! will any minstrel say,', 'In his sweetest roundelay,', 0), ('What is sweeter, after all,', 'Than black haws, in early Fall? --', 0), ('Fruit so sweet the frost first sat,', 'Dainty-toothed, and nibbled at!', 0), ('And will any poet sing', 'Of a lusher, richer thing', 0), ('Than a ripe May-apple, rolled', 'Like a pulpy lump of gold', 0), ('Under thumb and finger-tips,', 'And poured melted through the lips?', 0), ('Go, you bards of classic themes,', 'Pipe your songs by classic streams!', 0), (""I would twang the redbird's wings"", 'In the thicket while he sings!', 0.75)]"
english-ed2/ep2570/Z200673208,24.0,24.0,24.0,"[('Hast thou forgotten me? the days are dark; --', 'Light ebbs from Heaven, and songless soars the lark --', 0), ('Vexed Like my heart, loud moans the unquiet sea --', 'Hast thou forgotten me?', 0), ('Hast thou forgotten me? O dead delight', 'Whose dreams and memories torture me tonight --', 0), ('O love -- my life! O sweet -- so fair to see --', 'Hast thou forgotten me?', 0), ('Hast thou forgotten? Lo, if one should say --', 'Noontide were night, or night were flaming day --', 0), ('Grief blinds mine eyes, I know not which it be!', 'Hast thou forgotten me?', 0), ('Hast thou forgotten? Ah, if Death should come --', 'Close my sad eyes, and charm my songbird dumb --', 0), ('Tired of strange woes -- my fate were hailed with glee --', 'Hast thou forgotten me?', 0), ('Hast thou forgotten me? What joy have I?', 'A dim blown bird beneath and alien sky, --', 0), ('O that on mighty pinions I could flee --', 'Hast thou forgotten me?', 0), (""Hast thou forgotten? Yea, Love's horoscope"", 'Is blurred with tears and suffering beyond Hope --', 0), ('Ah, Like dead leaves forsaken of the tree,', 'Thou hast forgotten me.', 0)]"
english/sigerso1/Z200577493,22.0,10.0,60.0,"[('When saucy Celia came my way', 'So ceased my cunning rod to play,', 1.0), ('I knew my sport was ended,', 'Since she the fish befriended.', 0.5656854249492381), ('She bound with childish laughter,', '""Now, who does follow after?""', 0), ('""Who comes all uninvited;', 'Hath all my fish affrighted!""', 0.7745966692414834), ('Where peeped her sweet reflection;', 'There\'s fishing in perfection.""', 0), ('I smiled upon her winsome face', '""Nay, child,"" I said, ""the baby fish', 0.8333333333333334), ('And pulled the tresses straying.', 'Are never worth the slaying.""', 0), ('Her face was soar offended;', 'Our friendship is all ended.', 0), ('The tearful eye averted,', 'By all their mirth deserted.', 0.7071067811865476), ('""Oh, give me no refusing;', 'The Celia I am losing.', 0.36055512754639896), ('To her my rod I tended,', 'Ere their brief life be ended.""', 0)]"
english/hawkshaw/Z200388928,31.0,25.0,32.0,"[('With so much Passion Celia I adore,', 'No Youth can love a beauteous Mistress more;', 0), ('And I believe my Celia loves me too,', 'As Virgins their Admirers use to do;', 0), (""When-e'er I saw her dart her Eyes around,"", 'As if too willing to impart a Wound;', 0.5385164807134504), ('As if too willing to impart a Wound;', 'The Minute I improved, and pressed it home,', 0.8537498983243799), ('At this she blushed, and as she gazed, said she,', 'Can I resist those Charms that spring from thee?', 0), ('No, no, and as thus spoke the trembling fair,', 'Twisting the Locks of her divided Hair,', 0), ('Mixed with the Charms of Gold; her Eyes conveyed,', 'Tokens as great as those her Hands had made:', 0), (""When-e'er I saw her dart her Eyes around,"", 'Accept, said she, this sacred Pledge of mine,', 0.8975274678557507), ('Accept, said she, this sacred Pledge of mine,', 'To you, I with it, do my Soul resign.', 0), ('Accept, said she, this sacred Pledge of mine,', 'Take it, and try if it has power to tame,', 0.9428090415820635), ('Take it, and try if it has power to tame,', ""Th' unruly Flushings of a Lover's flame:"", 0), (""That she'd be mine for all the Years to come:"", 'Alas, cried I, what have you, Celia, done?', 0.0), (""That she'd be mine for all the Years to come:"", 'As well might Mortals their Meridian Sun', 0.0), ('Tokens as great as those her Hands had made:', 'Look in the Face, and scorn the baffled Ray,', 1.0), ('Look in the Face, and scorn the baffled Ray,', 'As this drive Fire from my Heart away.', 1.0), ('Tokens as great as those her Hands had made:', ""Fire's ill applied to quench my living Flames:"", 0.6454972243679028), ('Accept, said she, this sacred Pledge of mine,', 'Let these unhappy Spells be doomed to Fire', 0.816496580927726), ('Let these unhappy Spells be doomed to Fire', 'More hight, than ever was my found Desire;', 0), ('Look in the Face, and scorn the baffled Ray,', 'On them let the corroding Burnings prey,', 0), ('On them let the corroding Burnings prey,', 'For they have even eat my Soul away:', 1.0), ('No, no, and as thus spoke the trembling fair,', 'But Celia, let the living Locks of Hair,', 0), ('Twisting the Locks of her divided Hair,', 'Thrive as sweet Roses in a Southern Air;', 0), ('No, no, and as thus spoke the trembling fair,', ""And be not angry that I've burned your Hair,"", 0), ('Twisting the Locks of her divided Hair,', ""Tho' I dread Burnings, I adore the Fair."", 0)]"
english/alfordhe/Z300140596,10.0,8.0,14.0,"[('Here are the brows of Quantock, purple-clad', 'Where is that woman, love-forlorn and sad,', 0), ('With lavish heath-bloom: there, the banks of Tone.', 'Piping her flute of hemlock all alone?', 0), ('Piping her flute of hemlock all alone?', 'I hear the Quantock woodman whistling home, --', 0.0), ('Piping her flute of hemlock all alone?', 'I fear me much that she hath ceased to rome', 0.0), ('I always fancied I should hear in sooth', 'Are filling in mine eyes for thee, poor Ruth; --', 1.0), ('Since thy deep griefs were hallowed by the pen', 'Of that most pure of poesy-gifted men.', 0)]"
english-ed2/ep2220/Z300652007,11.0,9.0,14.0,"[('Thrill with the worship of congenial spring ..', ""Would birdlike haste to meet on rapture's wing"", 0.8975274678557508), ('Now, heart from heart and youth divorced from youth', 'Escaped they from impediments uncouth ..', 0.8975274678557507), ('Escaped they from impediments uncouth ..', 'Would cloudlike climb the night above each roof', 0.0), ('Thrill with the worship of congenial spring ..', 'Their lone beds; for, as crowded nettles sting,', 0), ('Escaped they from impediments uncouth ..', 'Event and dream put loyalty to proof.', 0.0), ('Intend they Paradise or Eden merely?', 'Own ecstasy and to my ear sing clearly;', 0), ('Twin exhalations they can put on light,', 'Need they touch ground or fade diffused through night.', 0)]"
american/am1089/Z300189342,5.0,4.0,10.0,"[('We are inforced to sail,', 'Our Perchance -- a gale.', 0), ('What Buccaneer would ride,', 'Without a surety from the wind', 0.7180219742846006), ('What Buccaneer would ride,', 'Or schedule of the tide?', 0)]"
